% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=363741, Wed Sep 23 17:46:20 2026, <python>{}</python>
58 3712 0.0706689577032579 1.0493472593969821 101.0 1.0459999999999999e+02 487.5 1000.0 161.45000000000005 338.54999999999995 nan 6698.5   
59 3776 0.07062582049289387 1.0514900019541151 101.0 1.6000000000000000e+02 500.0 1000.0 141.29999999999995 358.70000000000005 nan 6805.2   
60 3840 0.07067117272699455 1.0514900019541151 101.0 1.0680000000000000e+02 496.7 500.0 206.89999999999998 293.1 nan 6900.1   
61 3904 0.07068197807555134 1.0538026339065045 101.0 1.1450000000000000e+02 500.0 1000.0 205.29999999999995 294.70000000000005 nan 6995.5   
62 3968 0.07072600737008058 1.0538026339065045 101.0 1.0380000000000000e+02 500.0 1000.0 83.44999999999999 416.55 nan 7108.7   
63 4032 0.07079071749825454 1.056135937959571 101.0 1.6050000000000000e+02 500.0 500.0 162.70000000000005 337.29999999999995 nan 7208.6   
64 4096 0.07080504690381509 1.056135937959571 100.6 1.0059999999999999e+02 500.0 1000.0 227.79999999999995 272.20000000000005 nan 7310.5   
65 4160 0.07079857981394787 1.0583092279652837 88.7 8.8700000000000003e+01 500.0 1000.0 176.35000000000002 323.65 nan 7428.5   
66 4224 0.07078944174566448 1.0583092279652837 88.7 1.0259999999999999e+02 500.0 500.0 154.25 345.75 nan 7534.8   
67 4288 0.07070897449923716 1.0606420026353105 88.7 1.5700000000000000e+02 500.0 1000.0 86.80000000000001 413.2 nan 7644.9   
68 4352 0.07069835308178733 1.0606420026353105 88.7 9.1599999999999994e+01 500.0 1000.0 116.04999999999995 383.95000000000005 nan 7762.4   
69 4416 0.07074807425451464 1.062762654851861 88.7 1.3990000000000001e+02 500.0 500.0 205.55 294.45 nan 7875.5   
70 4480 0.07081717925333071 1.062762654851861 88.7 1.0059999999999999e+02 475.3 1000.0 147.10000000000002 352.9 nan 7987.1   
71 4544 0.07086981511820374 1.0649250716950927 88.7 1.0680000000000000e+02 500.0 1000.0 191.64999999999998 308.35 nan 8094.1   
72 4608 0.07088954084981572 1.0649250716950927 88.7 1.3450000000000000e+02 500.0 1000.0 192.45000000000005 307.54999999999995 nan 8199.2   
73 4672 0.07086377374333559 1.0672958560230679 88.7 1.1780000000000000e+02 497.6 500.0 170.64999999999998 329.35 nan 8308.3   
74 4736 0.07087090160028717 1.0672958560230679 88.7 1.0340000000000001e+02 500.0 1000.0 154.04999999999995 345.95000000000005 nan 8424.0   
75 4800 0.07083827369245399 1.0696939244169859 88.7 1.2240000000000001e+02 500.0 500.0 170.2 329.8 nan 8529.1   
76 4864 0.0707557526714293 1.0696939244169859 88.7 1.1759999999999999e+02 481.3 500.0 199.39999999999998 300.6 nan 8633.3   
77 4928 0.07067654626316582 1.0718989218781116 88.7 9.6200000000000003e+01 500.0 500.0 130.0 370.0 nan 8744.8   
78 4992 0.07058677943816342 1.0718989218781116 88.7 1.3390000000000001e+02 495.1 1000.0 179.35000000000002 320.65 nan 8846.1   
79 5056 0.07050576672004705 1.0740917466244517 88.7 1.1230000000000000e+02 473.6 500.0 218.55 281.45 nan 8944.9   
80 5120 0.07044607700554135 1.0740917466244517 88.7 1.0090000000000001e+02 491.2 500.0 200.10000000000002 299.9 nan 9041.6   
81 5184 0.07042642907272487 1.0763775782396885 88.7 9.9700000000000003e+01 500.0 500.0 66.04999999999995 433.95000000000005 nan 9152.7   
82 5248 0.0703811999736156 1.0763775782396885 88.7 9.6500000000000000e+01 500.0 1000.0 175.54999999999995 324.45000000000005 nan 9260.4   
83 5312 0.07037301175434352 1.0787414069267325 88.7 9.5000000000000000e+01 500.0 500.0 143.45000000000005 356.54999999999995 nan 9367.3   
84 5376 0.07032608243691092 1.0787414069267325 88.7 1.0909999999999999e+02 490.2 1000.0 187.45 312.55 nan 9464.3   
85 5440 0.07028877278161098 1.0809895992820773 88.7 1.1030000000000000e+02 500.0 1000.0 198.95000000000005 301.04999999999995 nan 9563.6   
86 5504 0.07016747578742819 1.0809895992820773 88.7 1.5550000000000000e+02 500.0 1000.0 138.89999999999998 361.1 nan 9673.7   
87 5568 0.07006785617733041 1.0832401130733322 88.7 1.1709999999999999e+02 500.0 500.0 189.5 310.5 nan 9783.6   
88 5632 0.07002608524345902 1.0832401130733322 88.7 1.5669999999999999e+02 500.0 1000.0 106.04999999999995 393.95000000000005 nan 9895.1   
89 5696 0.06995609519495628 1.0855696011904405 88.7 1.2370000000000000e+02 500.0 1000.0 203.39999999999998 296.6 nan 9997.7   
90 5760 0.06997866388721431 1.0855696011904405 88.7 1.8280000000000001e+02 500.0 1000.0 85.60000000000002 414.4 nan 10106.4   
91 5824 0.07000025566974108 1.088003655114209 88.7 1.1680000000000000e+02 500.0 1000.0 28.75 471.25 nan 10218.6   
92 5888 0.06996824107237648 1.088003655114209 88.7 1.1759999999999999e+02 500.0 1000.0 143.64999999999998 356.35 nan 10326.5   
93 5952 0.06995202741583378 1.0904889721544957 88.7 1.1940000000000001e+02 491.8 500.0 161.54999999999995 338.45000000000005 nan 10435.1   
94 6016 0.0699863576866592 1.0904889721544957 88.7 1.0009999999999999e+02 500.0 1000.0 132.89999999999998 367.1 nan 10548.6   
